公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
6203,海韻電子工業股份有限公司,海韻電,電子零組件業,－,台北市內湖區內湖路一段360巷19號8樓,04329168,張修誠,藍建銅,張恩豪,處長,裴琳,02-26590338,64/09/19,91/12/26,新台幣                 10.0000元,"823,582,380","82,358,238",0,0,合併,每年,股東會,統一綜合證券股份有限公司,02-27463666,台北市松山區東興路8號B1,勤業眾信聯合會計師事務所,簡明彥,莊碧玉,Sea Sonic,"8F., #19 Alley 360 Sec. 1, Neihu Road, Neihu,Taipei,Taiwan, R.O.C.",02-26590530,investor@seasonic.com.tw,www.seasonic.com,張恩豪,處長,02-26590338,alexchang@seasonic.com.tw,http://seasonic.com/investor-relations/stakeholders/
6204,台灣艾華電子工業股份有限公司,艾華,電子零組件業,－,桃園市桃園區中正路1221、1223號9樓,43408984,陳碩璨,黃國義,成書英,財會部協理,陳鵬如,(03)357-7799,59/02/14,91/11/13,新台幣                 10.0000元,"231,020,800","23,102,080",0,0,合併,每半會計年度,董事會,元富證券股份有限公司股務代理部,(02)2768-6668,台北市松山區光復北路11巷35號地下一樓(台北瓦斯光復大樓),安永聯合會計師事務所,陳政初,洪國森,ALPHA,"9F,NO.1221 CHUNG CHENG RD,TAOYUAN,TAIWAN R.O.C.",(03)356-2009,janet@taiwanalpha.com,www.taiwanalpha.com,陳鵬如,財會部副課長,03-3577799,janet@taiwanalpha.com,http://www.taiwanalpha.com/tw/investors?parent_id=23
6207,雷科股份有限公司,雷科,電子零組件業,－,高雄市前鎮區新生路二四八之三十九號,22837088,鄭再興,黃萌義,唐靜玲,協理,陳炫佑,07-8159877,77/09/06,91/12/23,新台幣                 10.0000元,"796,799,100","79,679,910",0,0,合併,每年,董事會,元大證券股份有限公司,02-25865859,10365台北市大同區承德路三段210號B1,資誠聯合會計師事務所,廖阿甚,王國華,LASERTEK,"NO.248-39,SHIN SHENG RD CHIEN ZHEN DISTRICT, 806KAOHSIUNG TAIWAN, R.O.C",07-8156711,lasertek@lasertek.com.tw,www.lasertek.com.tw,唐靜玲,協理,07-8159877#1201,lasertek@lasertek.com.tw,http://www.lasertek.com.tw/website/home/index.php?au_id=6&sub_id=1
6208,日揚科技股份有限公司,日揚,電子零組件業,－,台南市新市區活水路8號,16101031,吳明田,寇崇善,江慶偉,財務長,吳昇憲,(06)246-0296,86/05/29,91/12/23,新台幣                 10.0000元,"1,182,016,790","118,201,679",0,0,合併,每半會計年度,董事會,國票綜合證券(股)公司股務代理部,(02)2528-8988,台北市松山區南京東路五段188號15樓,勤業眾信聯合會計師事務所,廖鴻儒,李季珍,Htc,"No.8, Huoshui Rd., Xinshi Dist.Tainan City, Taiwan 744",(06)599-5055,ec@high-light.com.tw,http://www.htcvacuum.com/,江慶偉,財務長,(03)597-3325,willson@high-light.com.tw,https://www.htcvacuum.com/zh-tw/investor/index/ESG/stakeholder
6210,慶生電子股份有限公司,慶生,電子零組件業,－,桃園市中壢區中壢工業區松江北路24號,45190379,王興榮,朱陳永慶,范揚淵,財務經理,王桂香,(03)4529556,73/10/05,92/02/14,新台幣                 10.0000元,"350,480,000","35,048,000",0,0,個別,每年,董事會,統一綜合證券股份有限公司,(02)27463797,台北市東興路八號地下一樓,資誠聯合會計師事務所,吳偉豪,鄭雅慧,KINTECH,"NO.24 SONGJIANG N.ROAD　CHUNG-CIINDUSTRIAL PARK, TAOYUAN,TAIWAN",03-4510791,880001@kintech.com.tw,WWW.KINTECH.COM.TW,范揚淵,財務經理,(03)4529556#211,880001@kintech.com.tw,www.kintech.com.tw
6212,理銘開發股份有限公司,理銘,建材營造,－,新竹市公道五路2段419號7樓,07611076,曾森縣,曾森縣,曾森縣,總經理,謝淑貞,(03)6886188,66/11/08,91/12/26,新台幣                 10.0000元,"1,020,000,000","102,000,000",0,0,個別,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,致遠聯合會計師事務所,曾瓊慧,侯委晋,LI MING,"7F,No.419,Sec.2 Kung Dao Wu  Rd. ,Hsin Chu,Taiwan,R.O.C.",(03)6886189,candy@met.com.tw,http://www.met.com.tw,謝淑貞,財務經理,(03)6886188,candy@met.com.tw,http://www.met.com.tw
6217,中國探針股份有限公司,中探針,電子零組件業,－,新北市板橋區和平路24巷8號4樓,22059031,陳志峯,蔡伯晨,莊維浩,資深副總,李泓儒,02-29612525,75/01/22,92/01/09,新台幣                 10.0000元,"971,080,180","97,108,018",0,0,合併,每年,股東會,凱基證券股份有限公司,02-23892999,台北市中正區重慶南路一段2號4樓,資誠聯合會計師事務所,王菘澤,吳漢期,C.C.P.,"4F., No.8, Ln. 24, Heping Rd.,Banqiao Dist., New Taipei City 220",02-29610355,info@pccp.com.tw,https://www.ccpcontactprobes.com/,莊維浩,莊維浩,02-29611969,lonic_chen@pccp.com.tw,https://www.ccpcontactprobes.com/investor
6218,豪勉科技股份有限公司,豪勉,通信網路業,－,台北市大同區承德路一段70號3樓,12223097,彭以豪,蘇惠婉,蘇惠婉,總經理,劉怡君,(02)2559-6163,68/04/26,92/01/14,新台幣                 10.0000元,"642,620,000","64,262,000",0,0,合併,每年,股東會,凱基證券股務代理部,(02)2389-2999,台北市中正區重慶南路一段2號5樓,勤業眾信聯合會計師事務所,蔡侑玲,簡明彥,Hauman,"3rd Fl, No. 70, Sec. 1, Cheng De Rd.　Taipei, Taiwan, R.O.C.",(02)2549-2681,pr@hauman.com.tw,www.hauman.com.tw,劉怡君,副總經理,(02)2559-6163,pr@hauman.com.tw,http://www.hauman.com.tw/webc/html/investor/02.aspx?kind=46
6219,富旺國際開發股份有限公司,富旺,建材營造,－,台中市西區大隆路20號4樓之5,97447647,林正雄,林宗毅,陳永和,經理,林宗毅,04-23273030,86/04/23,92/02/26,新台幣                 10.0000元,"1,190,162,760","119,016,276",0,0,合併,每季,董事會,元富證券股份有限公司,02-27686668,台北市光復北路11巷35號B1樓,資誠聯合會計師事務所,王玉娟,劉美蘭,FULL WANG,"4F.-5, No.20, Dalong Rd., West Dist.,Taichung City 40310, Taiwan (R.O.C.)",04-23268874,fw0459@fwgroup.com.tw,https://www.fwgroup.com.tw/,陳永和,經理,04-2327-3030,fw0459@fwgroup.com.tw,https://www.fwgroup.com.tw/investor/
6220,岳豐科技股份有限公司,岳豐,電子零組件業,－,桃園市新屋區中山東路二段130巷12-9號,45911735,葉春榮,林森褔,蔡瑞華,總經理,賴明芳,03-4778846,72/09/03,92/01/09,新台幣                 10.0000元,"1,464,626,400","146,462,640",0,0,合併,每年,董事會,永豐金證券股份有限公司,02-23816288,台北市博愛路17號3樓,安侯建業聯合會計師事務所,李䄱儀,謝秋華,YFC-BONEAGLE,"NO12-9,130th LANE. SECTION 2,CHUNG SHAN E,ROAD,HSINWU,TAOYUAN 32741,TAIWANHSINWU,TAOYUAN 32741,TAIWAN",03-4772340,Speaker@cables.com.tw,www.cables.com.tw,蔡瑞華,總經理,03-4778846#1210,Speaker@cables.com.tw,www.cables.com.tw
6221,晉泰科技股份有限公司,晉泰,資訊服務業,－,新竹市光復路二段289號7F,84981323,昇鋒投資股份有限公司,史守威,周佳樺,資深協理,吳星澄,03-5163089,83/06/24,92/01/06,新台幣                 10.0000元,"995,475,000","99,547,500",0,0,合併,每年,股東會,國票綜合證券(股)公司股務代理部,02-25288988,105411台北市松山區南京東路五段188號15樓,群智聯合會計師事務所,呂松裕,陳芓(人予),Genesis,"7F, No.289, Sec.2, Kuang Fu Rd.,　Hsin-Chu City 300, Taiwan, R.O.C.",03-5163063,IR@genesis.com.tw,https://www.genesis.com.tw/,周佳樺,資深協理,03-5163089,IR@genesis.com.tw,https://www.genesis.com.tw/tw/about/index.aspx?root=10&kind=19
6222,上揚科技股份有限公司,上揚,光電業,－,新北市汐止區中興路32號2樓,22182927,蔡焜煌,蔡焜煌,池曉鈴,會計主管,林惠琴,26918000,75/08/15,92/01/09,新台幣                 10.0000元,"405,888,780","40,588,878","23,678,118",0,合併,每年,股東會,元大證券股份有限公司,2586-5859,103台北市大同區承德路3段210號B1,德昌聯合會計師事務所,林之凱,陳秀莉,Sotac,"2F. No. 32 Chung-Hsing RdHsiehih city Taipei Hsieh, Taiwan, R.O.C",26917000,sharonchih@sotac.com.tw,www.sotac.com.tw/web/index/index.jsp?lang=tw,池曉鈴,會計部經理,26918000*212,sharonchih@sotac.com.tw,http://www.sotac.com.tw/web/investment/investment.jsp?lang=tw
6223,旺矽科技股份有限公司,旺矽,半導體業,－,302新竹縣竹北市中和街 155號,89647050,葛長林,郭遠明,邱靖斐,董事長特別助理,莊潔志,03-5551771,84/07/25,92/01/06,新台幣                 10.0000元,"942,311,060","94,231,106",0,0,合併,每年,董事會,華南永昌綜合證券股份有限公司,02-27186425,台北市民生東路四段54號4樓,日正聯合會計師事務所,陳枝凌,陳依玲,MPI,"No.155, Chung-Ho St.Chu-Pei City,Hsinchu Hsiang,Taiwan,R.O.C",03-5518381,angel.tsai@mpi.com.tw,www.mpi.com.tw,邱靖斐,董事長特別助理,035551771-8000,investor@mpi.com.tw,www.mpi.com.tw
6227,茂綸股份有限公司,茂綸,電子通路業,－,新北市新店區北新路三段207-2號14樓,20811962,吳偉國,吳偉國,張聖鑫,副總經理,莊文杰,(02)8913-2200,68/02/08,92/01/14,新台幣                 10.0000元,"761,117,860","76,111,786",0,0,合併,每年,董事會,群益金鼎證券股份有限公司,27023999,台北市敦化南路二段97號B2,安永聯合會計師事務所,張正道,楊弘斌,Macnica Galaxy,"14F,207-2,Sec.3,Peihsin Rd.,Hsintien Dist.,New Taipei Taiwan,R.O.C",(02)8913-2277,kitty.juan@macnica.com,http://www.macnica.com,張聖鑫,副總經理,(02)8913-2200,Jeffrey.chang@macnica.com,http://www.macnica.com
6228,全譜科技股份有限公司,全譜,電腦及週邊設備業,－,新北市汐止區大同路一段239號7樓,84560006,高偉超,曾治元,陳素花,財務長,蔡彩華,86921800,82/09/20,92/01/21,新台幣                 10.0000元,"260,000,000","26,000,000","15,327,092",0,合併,每年,股東會,台新證券股務代理部,25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,方蘇立,張雅芸,PIE,"7F.,No.239,Sec.1,Datong Rd.,Xizhi Dist.,Hsi Chih,Taipei Hsien,221 Taiwan,R.O.C",86921860,carol@scanace.com.tw,www.scanace.com,陳素花,財務長,86921800-305,Carol@scanace.com.tw,www.scanace.com
6229,研通科技股份有限公司,研通,半導體業,－,新北市汐止區新台五路一段99號31樓之12,86491265,許劍郎,黃正華,黃正華,總經理,李偉任,(02)26971318,81/03/02,92/01/14,新台幣                 10.0000元,"356,407,000","35,640,700",0,0,合併,每年,股東會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號B1,安侯建業聯合會計師事務所,莊鈞維,陳彥富,V-TAC,"31.-12,No. 99,Sec.1,Xintai 5th Rd.,Xizhi Dist.,NEW TAIPEI CITY XIZHI ,TAIWAN R.O.C",(02)26971260,spokes@vtac.com.tw,www.vtac.com.tw,李偉任,資深經理,02-26971318#105,allan.lee@vtac.com.tw,www.vtac.com.tw
6231,系微股份有限公司,系微,資訊服務業,－,台北市中山區建國北路二段120號16樓,16627697,王志高,莊鈴文,徐心吾,財會協理,李佩燕,66083688,87/09/18,92/01/23,新台幣                 10.0000元,"380,434,880","38,043,488",0,0,合併,每年,董事會,凱基證券股份有限公司,23892999,台北市重慶南路一段2號4樓,安侯建業聯合會計師事務所,吳政諺,陳俊光,Insyde,"12F, No. 161, Sec. 2, Minsheng E. Rd., Jhongshan DistrictTaipei, Taiwan, R.O.C.",66083689,ir@insydesw.com,www.insyde.com,徐心吾,徐心吾,886-2-6608-3688,ir@insyde.com,www.insyde.com/zh-hant/company
6233,旺玖科技股份有限公司,旺玖,半導體業,－,台北市南港路三段48號7樓,16177572,張景棠,張景棠,張景棠,董事長,張希恭,02-26546363,86/11/13,92/02/20,新台幣                 10.0000元,"797,728,960","79,772,896",0,0,合併,每年,董事會,凱基證券股務代理部,02-23892999,台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,黃泳華,余聖河,PROLIFIC,"7F, NO.48, Sec.3, Nan Kang Rd., Nan Kang,Taipei 115607, Taiwan, R.O.C",02-26546161,ir@prolific.com.tw,www.prolific.com.tw,張希恭,處長,02-26546363,ir@prolific.com.tw,http://www.prolific.com.tw/TW/stakeholder-engagement.aspx?id=15
6234,高僑自動化科技股份有限公司,高僑,光電業,－,台中市437大甲區日南里工七路1號,23712277,李義隆,陳蓬萊,陳蓬萊,總經理,李妮晏,04-26822168,79/05/02,92/03/12,新台幣                 10.0000元,"1,003,863,980","100,386,398",0,0,合併,每年,股東會,凱基證券股份有限公司,02-23148800,台北市100重慶南路一段2號5樓,安侯建業聯合會計師事務所,陳政學,陳燕慧,TERA AUTO,"No.1 Industrial Park 7Rd., Tachia,Taichung Hsien, Taiwan, R.O.C.",04-26820567,financial@teraauto.com.tw,http://www.teraauto.com.tw/,陳蓬萊,總經理,04-26822168 ext.721,cpl@teraauto.com.tw,http://www.teraauto.com.tw/ab.php?id=117
6236,中湛股份有限公司,中湛,其他,－,台中市南屯區公益路二段51號10樓A室,16094290,周建君,許志宏,周建君,董事長,吳宜芳,04-23281939,86/10/02,92/03/31,新台幣                 10.0000元,"416,540,390","41,654,039","36,600,000",0,合併,每年,股東會,群益金鼎證券股份有限公司,(02)27035000,106台北市大安區敦化南路二段97號B2,聯捷聯合會計師事務所,邱烺民,趙志浩,Neith Corp.,"Room A, 10F., No. 51, GongYi Road SEction 2, NanTun,Taichung, Taiwan 408",04-23281936,evonnewu@neithcorp.com,www.neithcorp.com,吳宜芳,公司治理主管,04-23281939,evonnewu@neithcorp.com,https://www.neithcorp.com/product.php?_path=product_detail&upid=59
6237,驊訊電子企業股份有限公司,驊訊,半導體業,－,台北市市民大道四段100號6樓,86315535,鄭期成,錢一匡/楊昆城,楊昆城,總經理,錢一匡,02-87731100,80/12/05,92/04/21,新台幣                 10.0000元,"786,453,710","78,645,371",0,0,合併,每年,董事會,宏遠證券股份有限公司股務代理部,02-23268818,台北市信義區信義路四段236號3樓,資誠聯合會計師事務所,周筱姿,林瑟凱,CMEI,"6F., 100, Sec. 4, Civil BoulevardTaipei, Taiwan, R.O.C.",02-87732211,IR@cmedia.com.tw,http://www.cmedia.com.tw,楊昆城,總經理,02-87731100#677,nick.yang@cmedia.com.tw,http://www.cmedia.com.tw/TW/ShareHolders_srv.html
6240,松崗數位文創股份有限公司,松崗,其他,－,臺北市忠孝西路1段50號11樓,97446128,王燕軍,湯順甄,顏雅蕙,協理,許雅琳,02-23830383,86/04/19,92/05/30,新台幣                 10.0000元,"228,673,700","22,867,370",0,0,合併,每年,股東會,統一綜合證券股份有限公司,02-2747-8266,台北市松山區東興路8號B1樓,資信聯合會計師事務所,戴至柔,黃增國,Sung  Gang,"11F,No.50,Sec.1,Chung Hsiao W Rd.,Taipei,Taiwan R.O.C.",02-23810393,annie@kingsinfo.com.tw,https://www.sunggang.com.tw/,許雅琳,經理,02-23830383,annie@kingsinfo.com.tw,annie@kingsinfo.com.tw
6241,易通展科技股份有限公司(原享承),易通展,通信網路業,－,台南市709安南區工業二路82號,86504769,孫秀梅,黃士珍,黃士珍,總經理,林雅芬,06-3840077,81/03/28,92/04/08,新台幣                 10.0000元,"487,000,000","48,700,000","16,555,185",0,個別,每年,股東會,元大證券股份有限公司,(02)2586-5859,台北市大同區承德路三段２１０號Ｂ１,立本台灣聯合會計師事務所,張書成,劉克宜,AMIGO,"No.82,Gongye 2nd Rd., Annan Dist.,Tainan City 709Tainan,Taiwan.R.O.C.",06-3843960,public@amigo.com.tw,www.amigo.com.tw,林雅芬,財務主管,06-3840077,public@amigo.com.tw,http://www.amigo.com.tw/tw/news.php?catId=4
6242,立康生醫事業股份有限公司,立康,生技醫療業,－,台南巿永康區王行里環工路29號,12549828,鄭育修,鄭育修,莊祐霖,協理,林麗郁,(06)2015859,74/04/16,92/04/23,新台幣                 10.0000元,"318,065,000","26,806,500","641,407",0,合併,每年,股東會,福邦證券股份有限公司股務代理部,(02)23711658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,李季珍,廖鴻儒,LI KANG,"No.29, Huangong Rd., Yongkang Dist.,Tainan City 71041, Taiwan (R.O.C.)",(06)2018467,likangbio@herbalmed.com.tw,http://likangbio.com,林麗郁,財務經理,(06)2012452,selena3691@herbalmed.com.tw,http://www.likangbio.com/zh-tw/a4-2239/%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA%E5%B0%88%E5%8D%
6244,茂迪股份有限公司,茂迪,光電業,－,新北市深坑區北深路3段248號6樓,20889546,曾永輝,葉正賢,王丁召,財務長,朱宜珊,(06)5050789,70/06/03,92/05/15,新台幣                 10.0000元,"3,870,418,750","387,041,875",0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,10008台北市中正區重慶南路一段83號5樓,安侯建業聯合會計師事務所,黃明宏,楊雲筑,MOTECH,"6F, No. 248, Sec. 3, Bei-Shen Road, Shen-Keng DistrictNew Taipei City,Taiwan",(06)5051789,ir@motech.com.tw,www.motech.com.tw,朱宜珊,經理,06-5050789,ir@motech.com.tw,https://www.motech.com.tw/supplier_supports.php
6245,立端科技股份有限公司,立端,通信網路業,－,新北市汐止區大同路2段173號7樓,22327466,周逸文,王葆儀、周孟賢,周旭龍,資深副總,林怡欣,02-86926060,75/10/30,92/05/19,新台幣                 10.0000元,"1,453,423,030","145,342,303","19,723,865",0,合併,每年,董事會,宏遠證券股份有限公司,02-23268818,106台北市大安區信義路四段236號3樓,安侯建業聯合會計師事務所,吳仲舜,王勇勝,Lanner,"7F, No. 173, Sec. 2,  Datong Road, Xizhi District,　New Taipei  City 221, Taiwan",02-86926102,catherine_lin@lannerinc.com,www.lannerinc.com,林怡欣,董事長室秘書,86926060,catherine_lin@lannerinc.com,http://www.lannerinc.com/investor/
6246,臺龍電子股份有限公司,臺龍,光電業,－,新北市新莊區思源路332巷7號3樓,12386388,陳志龍,陳志龍,舒逸豪,董事,高宏成,(02)22772828,71/11/13,92/06/18,新台幣                 10.0000元,"378,514,150","37,851,415","22,853,440",0,合併,每年,股東會,華南永昌綜合證券股份有限公司,(02)27186425,臺北市民生東路4段54號4樓,德昌聯合會計師事務所,林之凱,陳秀莉,TTFIC,"3F., No. 7, Ln. 332, Siyuan Rd., Xinzhuang Dist., New Taipei City 242, TaiwanNEW TAIPEI CITY, TAIWAN. R.O.C.",(02)22990520,tl-sales@tai-lon.com,www.tai-lon.com,楊璧紅,財務部協理,02-22772828,tl-sales@tai-lon.com,www.tai-lon.com/investor/investor_cid6.html
6248,沛波鋼鐵股份有限公司,沛波,鋼鐵工業,－,彰化縣鹿港鎮經建十一路3號,38432767,顏慶利,楊韻蒔,楊韻蒔,總經理,王惠玲,04-7530578,73/05/16,92/09/03,新台幣                 10.0000元,"699,561,490","69,956,149",0,0,合併,每年,董事會,元大證券(股)股務代理部,(02)2586-5859,台北市大同區承德路三段210號B1,資誠聯合會計師事務所,徐惠榆,田中玉,TMP,"No. 3,Jingjian 11th Rd.,Lukang Township, Changhua County, Taiwan",04-7533028,tmp@tmpco.com.tw,www.tmpco.com.tw,王惠玲,經理,04-7530578,tmp@tmpco.com.tw,www.tmpco.com.tw
